,name,category,rating,review,link,add,hour,tel,sub,category_dic,rev,lat,lng
2220,쌍대포,한식,4,,https://place.map.kakao.com/13556637,"서울 영등포구 국제금융로6길 30 백상빌딩 1층 111,112호",월~토 06:30 ~ 23:00,,여의도역,한식,,37.5215649,126.9266058
2221,KFC 여의도점,패스트푸드,1,,https://place.map.kakao.com/21332715,서울 영등포구 국회대로70길 15-1 극동VIP빌딩 1층,매일 11:00 ~ 22:00,02-780-0338,여의도역,패스트푸드,,37.5296225,126.9203828
2222,성민촌,샤브샤브,3,,https://place.map.kakao.com/736559784,서울 영등포구 여의나루로 71,매일 11:30 ~ 22:00,02-780-6262,여의도역,한식,,37.5237446,126.926865
2223,빌리엔젤 여의도포스트타워점,디저트카페,3,,https://place.map.kakao.com/1264623704,서울 영등포구 여의나루로 60 여의도우체국 1층,월~금 08:00 ~ 21:30,,여의도역,"베이커리,카페",,37.522357,126.9262481
2224,거창왕돈가스전문점,"돈까스,우동",3,,https://place.map.kakao.com/16825893,서울 영등포구 국제금융로6길 30,영업시간 월~금 10:00 ~ 21:00 · 브레이크타임 월~금 15:00 ~ 17:00,02-783-9909,여의도역,일식,,37.5216833,126.9265914
2225,코지마,일식,3,,https://place.map.kakao.com/518986892,"서울 영등포구 여의대방로 386 진주상가 2층 215,216호",,02-785-1302,여의도역,일식,,37.5188731,126.9319198
2226,쿠치나후,이탈리안,1,,https://place.map.kakao.com/26532671,서울 영등포구 의사당대로 1 국회의정관 6층,,02-3775-3634,여의도역,양식,,37.5318016,126.9179108
2227,미방 여의도역점,"육류,고기",4,,https://place.map.kakao.com/320399455,서울 영등포구 국제금융로2길 37 에스트레뉴 2층,,02-780-8850,여의도역,한식,,37.5229194,126.9242423
2228,텐퍼센트커피 여의도점,커피전문점,5,,https://place.map.kakao.com/1890181661,서울 영등포구 국제금융로6길 30 1층,,02-780-2421,여의도역,"베이커리,카페",,37.5216833,126.9265914
2229,팔당반점 서여의도점,중화요리,4,,https://place.map.kakao.com/870752979,서울 영등포구 은행로 37 지하1층,,02-723-5938,여의도역,중식,,37.5294139,126.9226045
2230,태극당 더현대서울점,"제과,베이커리",3,,https://place.map.kakao.com/1363862303,서울 영등포구 여의대로 108 지하1층,,02-3277-0793,여의도역,"베이커리,카페",,37.5259112,126.9284604
2231,린네스가든,카페,3,,https://place.map.kakao.com/18965168,서울 영등포구 여의나루로 77-1 월드비전빌딩 1층 102호,,02-783-4877,여의도역,"베이커리,카페",,37.5243535,126.9271369
2232,크리스피프레시 여의도파크원점,패스트푸드,4,,https://place.map.kakao.com/1290617428,서울 영등포구 여의대로 108,,,여의도역,패스트푸드,,37.5237584,126.9225703
2233,버거헌터 IFC점,패스트푸드,1,,https://place.map.kakao.com/238542955,서울 영등포구 국제금융로 10,,02-6137-5373,여의도역,패스트푸드,,37.5249367,126.9252845
2234,샐러드스탑 동여의도점,샐러드,4,,https://place.map.kakao.com/493350758,서울 영등포구 여의대로 66 KTB A동 1층,,070-8844-8960,여의도역,패스트푸드,,37.52465970000001,126.9237708
2235,동방양고기램,한식,2,,https://place.map.kakao.com/1298202970,서울 영등포구 여의나루로 42 여의도종합상가 2층 207~210호,,02-782-7188,여의도역,한식,,37.5215486,126.9247997
2236,바오밥 여의도점,술집,3,,https://place.map.kakao.com/1673834232,서울 영등포구 여의대방로65길 17 서린빌딩 2층,,02-786-3666,여의도역,"호프,펍",,37.5197067,126.9292034
2237,퍼스트에이드,도시락,4,,https://place.map.kakao.com/889532039,서울 영등포구 의사당대로 83 1층,,02-6747-0772,여의도역,패스트푸드,,37.5233278,126.9234386
2238,곱창고 여의도점,"곱창,막창",3,,https://place.map.kakao.com/845554372,서울 영등포구 의사당대로 38 103동 111호,,02-6081-0223,여의도역,한식,,37.5256409,126.9186176
2239,마산아구찜,아구,3,,https://place.map.kakao.com/8960716,서울 영등포구 의사당대로 127 롯데캐슬 엠파이어 B1층 010호,,02-761-2858,여의도역,한식,,37.5202062,126.9263648
2240,림벅와플 여의도본점,"제과,베이커리",3,,https://place.map.kakao.com/14978597,서울 영등포구 국제금융로 78 홍우빌딩 1층 130호,,02-780-5278,여의도역,"베이커리,카페",,37.5208907,126.9312481
2241,폴바셋 여의도IFC몰점,커피전문점,4,,https://place.map.kakao.com/1369169454,서울 영등포구 국제금융로 10 IFC몰 L2층,,02-6137-5757,여의도역,"베이커리,카페",,37.5251644,126.9255491
2242,제이레스토랑,일식,4,,https://place.map.kakao.com/507915262,서울 영등포구 국회대로62길 15 지하1층,,010-2663-3683,여의도역,일식,,37.5271044,126.9166399
2243,카페마마스 여의도점,카페,2,,https://place.map.kakao.com/21441549,서울 영등포구 국회대로 780 LG에클라트빌딩 1층,,02-783-5505,여의도역,"베이커리,카페",,37.4985127,127.035022
2244,청키면가 여의도점,중식,3,,https://place.map.kakao.com/955784173,서울 영등포구 여의대방로69길 28 2층,,02-780-3913,여의도역,중식,,37.5213676,126.9302272
2245,여의도홍대포,"해물,생선",2,,https://place.map.kakao.com/27155788,서울 영등포구 국제금융로8길 19 중앙빌딩 지하1층,,02-782-8895,여의도역,일식,,37.5200391,126.9286025
2246,동우황태북어국,"해물,생선",3,,https://place.map.kakao.com/12507041,서울 영등포구 국회대로74길 19 동우국제빌딩 지하,,02-369-7047,여의도역,일식,,37.5298153,126.9219549
2247,차이나프로,중화요리,2,,https://place.map.kakao.com/8094130,서울 영등포구 국회대로74길 20 1층,,02-783-0150,여의도역,중식,,37.529587,126.921526
2248,신길동별난아찌짬뽕,중화요리,2,,https://place.map.kakao.com/11962368,서울 영등포구 영등포로62길 10,,010-5395-1151,여의도역,중식,,37.5152582,126.9165526
2249,이디야커피 여의도역점,커피전문점,5,,https://place.map.kakao.com/889213591,서울 영등포구 의사당대로 108 아일렉스상가 지하1층,,02-786-6622,여의도역,"베이커리,카페",,37.5210236,126.9240116
2250,은호식당 여의도점,설렁탕,3,,https://place.map.kakao.com/8478140,서울 영등포구 여의대방로65길 6,,02-782-6193,여의도역,한식,,37.51915,126.9305202
2251,이디야커피 여의나루역점,커피전문점,2,,https://place.map.kakao.com/941523132,서울 영등포구 여의나루로 113 공작상가 2층,,02-782-6090,여의도역,"베이커리,카페",,37.52601629999999,126.9307571
2252,라공방 여의도본점,중식,3,,https://place.map.kakao.com/1828292734,서울 영등포구 국제금융로2길 32 여의도파이낸스타워 206호,,,여의도역,중식,,37.5238324,126.9241294
2253,대도식당,한식,4,,https://place.map.kakao.com/10242822,서울 영등포구 국제금융로6길 7,,02-785-7595,여의도역,한식,,37.52236550000001,126.9290942
2254,카페레이어드 더현대서울점,"제과,베이커리",2,,https://place.map.kakao.com/854448879,서울 영등포구 여의대로 108,,02-3277-8551,여의도역,"베이커리,카페",,37.5237584,126.9225703
2255,빌리엔젤 서여의도점,디저트카페,3,,https://place.map.kakao.com/232930054,서울 영등포구 국회대로76길 16,,02-785-2258,여의도역,"베이커리,카페",,37.5302335,126.9216785
2256,오락떡볶이,떡볶이,4,,https://place.map.kakao.com/22614595,서울 영등포구 국제금융로 70 지하 1층,,02-780-3548,여의도역,분식,,37.5214625,126.9306592
2257,매머드커피 여의도증권가점,커피전문점,3,,https://place.map.kakao.com/1539453306,서울 영등포구 국제금융로2길 36,,070-8860-4096,여의도역,"베이커리,카페",,37.5235941,126.9237844
2258,카니발피자 서여의도점,피자,3,,https://place.map.kakao.com/27402512,서울 영등포구 국회대로74길 9 2층,,02-784-0749,여의도역,패스트푸드,,37.5304814,126.9212959
2259,테누토,술집,4,,https://place.map.kakao.com/1875628055,서울 영등포구 국제금융로2길 37 3층,,02-785-0066,여의도역,"호프,펍",,37.52290560000001,126.9242728
2260,구마산,추어,3,,https://place.map.kakao.com/9660921,서울 영등포구 국제금융로 70 미원빌딩 2층,,02-783-3269,여의도역,한식,,37.521552,126.9305439
2261,몽이닭발,한식,3,,https://place.map.kakao.com/25078447,"서울 영등포구 여의대방로67길 8 고려빌딩 1층 109, 110호",,02-786-9292,여의도역,한식,,37.5195119,126.9311143
2262,디스트릭트Y,푸드코트,4,,https://place.map.kakao.com/1177106628,서울 영등포구 국제금융로8길 31,,02-4440-9510,여의도역,기타,,37.5198562,126.9279038
2263,남기분면 여의도IFC점,중화요리,2,,https://place.map.kakao.com/246061898,서울 영등포구 국제금융로 10 지하1층,,,여의도역,중식,,37.5249367,126.9252845
2264,스타벅스 롯데캐슬여의도점,커피전문점,4,,https://place.map.kakao.com/21748251,서울 영등포구 의사당대로 127 롯데캐슬 엠파이어 1층 104호,,1522-3232,여의도역,"베이커리,카페",,37.5202062,126.9263648
2265,여의민물장어,장어,4,,https://place.map.kakao.com/14822483,서울 영등포구 국제금융로 72,,02-783-1314,여의도역,한식,,37.5210792,126.930823
2266,마초갈비 국회의사당점,갈비,2,,https://place.map.kakao.com/237506200,서울 영등포구 국회대로 780,,02-784-0903,여의도역,한식,,37.5297896,126.9192524
2267,왕산,중화요리,2,,https://place.map.kakao.com/20493897,서울 영등포구 여의나루로 117 서울상가 지하1층,,02-780-5200,여의도역,중식,,37.5262333,126.9309475
2268,다화,죽,3,,https://place.map.kakao.com/8220939,서울 영등포구 국회대로74길 20 멘하탄21 리빙텔 105호,,02-783-9808,여의도역,패스트푸드,,37.529587,126.921526
2269,소호66,"육류,고기",3,,https://place.map.kakao.com/1029602899,서울 영등포구 국회대로66길 19 프리베로빌딩 2층,,02-761-0066,여의도역,한식,,37.5282884,126.9195874
2270,홍콩다방 여의도오투테라스점,카페,2,,https://place.map.kakao.com/1728747123,서울 영등포구 의사당대로 83 오투타워 지하1층,,0507-1364-0312,여의도역,"베이커리,카페",,37.5233446,126.9234322
2271,디저트39 동여의도점,디저트카페,5,,https://place.map.kakao.com/718180010,서울 영등포구 의사당대로1길 25 하남빌딩 1층 115호,,02-780-6004,여의도역,"베이커리,카페",,37.5200129,126.9298731
2272,스타벅스 여의도일신점,커피전문점,3,,https://place.map.kakao.com/22547052,서울 영등포구 은행로 11,,1522-3232,여의도역,"베이커리,카페",,37.5278712,126.9202202
2273,황금복국 여의도점,복어,4,,https://place.map.kakao.com/27198400,서울 영등포구 국회대로70길 7,,02-784-9655,여의도역,한식,,37.529955,126.9198949
2274,여의도켄싱턴호텔 샹하오,중식,4,,https://place.map.kakao.com/1204939707,서울 영등포구 국회대로76길 16 2층,,02-6670-7179,여의도역,중식,,37.5302335,126.9216785
2275,농부와닭동네,"호프,요리주점",4,,https://place.map.kakao.com/21332784,서울 영등포구 여의나루로 117,,02-786-9971,여의도역,"호프,펍",,37.5261946,126.9310419
2276,마포곱창,"곱창,막창",2,,https://place.map.kakao.com/13290643,서울 영등포구 여의대방로69길 7,,02-784-0184,여의도역,한식,,37.5197242,126.9312417
2277,돈수백 여의도점,국밥,2,,https://place.map.kakao.com/498674544,서울 영등포구 국제금융로6길 30 백상빌딩 2층 203호,,02-780-5159,여의도역,한식,,37.521706,126.9265314
2278,제주순옥이네명가,한식,2,,https://place.map.kakao.com/1183660572,서울 영등포구 여의대로 108,,02-3277-0657,여의도역,한식,,37.5237584,126.9225703
2279,스타벅스 여의도ABL타워점,커피전문점,3,,https://place.map.kakao.com/26410058,서울 영등포구 의사당대로 147 여의도ABL타워 1층,,1522-3232,여의도역,"베이커리,카페",,37.518755,126.927833
2280,메가커피 여의도역점,커피전문점,2,,https://place.map.kakao.com/2035779242,서울 영등포구 여의나루로 42 1층,,,여의도역,"베이커리,카페",,37.5213559,126.9249795
2281,서울로인 여의도점,한식,3,,https://place.map.kakao.com/840199148,서울 영등포구 국제금융로8길 2 농협재단빌딩 지하1층,,02-780-8324,여의도역,한식,,37.5219838,126.930031
2282,어의도,회,4,,https://place.map.kakao.com/614108540,서울 영등포구 의사당대로1길 25 하남빌딩 지하 1층,,02-785-6678,여의도역,일식,,37.5200129,126.9298731
2283,장호왕곱창,"곱창,막창",3,,https://place.map.kakao.com/20643250,서울 영등포구 국제금융로8길 25,,02-761-5075,여의도역,한식,,37.5202856,126.9284598
2284,레어커피,카페,5,,https://place.map.kakao.com/386696636,서울 영등포구 국제금융로2길 37 에스트레뉴빌딩 1층 105호,,070-8869-6809,여의도역,"베이커리,카페",,37.5229194,126.9242423
2285,포프트커피,카페,4,,https://place.map.kakao.com/399454702,서울 영등포구 경인로114길 10-1 1층,,010-5162-6688,여의도역,"베이커리,카페",,37.5184132,126.9141529
2286,스시젠,"초밥,롤",3,,https://place.map.kakao.com/748881194,서울 영등포구 의사당대로 127 롯데캐슬엠파이어 지하1층 B11호,,02-784-7789,여의도역,일식,,37.5202062,126.9263648
2287,하남두부마을,두부전문점,3,,https://place.map.kakao.com/11272926,서울 영등포구 의사당대로1길 25 하남빌딩 지하1층,,02-780-9384,여의도역,한식,,37.5200129,126.9298731
2288,사랑채,한식,5,,https://place.map.kakao.com/16094546,서울 영등포구 여의나루로 71,,02-784-0725,여의도역,한식,,37.5237446,126.926865
2289,써브웨이 여의도국회의사당점,샌드위치,1,,https://place.map.kakao.com/845548912,서울 영등포구 국회대로70길 19,,02-761-1003,여의도역,패스트푸드,,37.5291796,126.9208236
2290,본토박이,"찌개,전골",3,,https://place.map.kakao.com/8372308,서울 영등포구 국제금융로6길 30 백상빌딩 3층 306호,,02-786-1553,여의도역,한식,,37.5215649,126.9266058
2291,버드나무,오리,3,,https://place.map.kakao.com/7901071,서울 영등포구 국회대로70길 7 동아빌딩 지하1층,,02-786-7891,여의도역,한식,,37.52992709999999,126.9198929
2292,구포국수,국수,3,,https://place.map.kakao.com/12374158,서울 영등포구 여의대방로65길 17,,,여의도역,한식,,37.5197067,126.9292034
2293,대교반점,중화요리,3,,https://place.map.kakao.com/7816231,서울 영등포구 국제금융로7길 22 대교B상가 207,,02-782-5158,여의도역,중식,,37.5228955,126.9326509
2294,김명자굴국밥,"굴,전복",3,,https://place.map.kakao.com/8795122,서울 영등포구 국회대로70길 15-1 지하1층,,02-782-0954,여의도역,기타,,37.5296225,126.9203828
2295,양마니 여의도점,한식,3,,https://place.map.kakao.com/11108218,서울 영등포구 국회대로74길 20 맨하탄21 2층 206호,,02-761-9282,여의도역,한식,,37.5295383,126.9215316
2296,다원한정식,한정식,5,,https://place.map.kakao.com/8217972,서울 영등포구 의사당대로 21 한국기업데이터빌딩 지하,,02-780-1170,여의도역,한식,,37.5277809,126.9193625
2297,한방대가삼계탕 여의도점,삼계탕,2,,https://place.map.kakao.com/10113893,서울 영등포구 국회대로72길 22 가든빌딩 1층,,02-783-7892,여의도역,한식,,37.5289562,126.9212206
2298,이탈리 더현대서울,이탈리안,2,,https://place.map.kakao.com/980565613,서울 영등포구 여의대로 108 더현대서울 6층,,02-3277-0658,여의도역,양식,,37.5259175,126.928475
2299,스시젠,"초밥,롤",3,,https://place.map.kakao.com/748881194,서울 영등포구 의사당대로 127 롯데캐슬엠파이어 지하1층 B11호,월~토 11:30 ~ 22:00 · 브레이크타임 월~토 15:00 ~ 18:00,02-784-7789,여의도역,일식,,37.5202062,126.9263648
2300,하남두부마을,두부전문점,3,,https://place.map.kakao.com/11272926,서울 영등포구 의사당대로1길 25 하남빌딩 지하1층,월~토 11:00 ~ 22:00,02-780-9384,여의도역,한식,,37.5200129,126.9298731
2301,써브웨이 여의도국회의사당점,샌드위치,1,,https://place.map.kakao.com/845548912,서울 영등포구 국회대로70길 19,매일 08:00 ~ 23:00,02-761-1003,여의도역,패스트푸드,,37.5291796,126.9208236
2302,본토박이,"찌개,전골",3,,https://place.map.kakao.com/8372308,서울 영등포구 국제금융로6길 30 백상빌딩 3층 306호,월~금 11:00 ~ 22:00 · 브레이크타임 월~금 14:00 ~ 17:00,02-786-1553,여의도역,한식,,37.5215649,126.9266058
2303,버드나무,오리,3,,https://place.map.kakao.com/7901071,서울 영등포구 국회대로70길 7 동아빌딩 지하1층,월~토 11:00 ~ 22:00,02-786-7891,여의도역,한식,,37.52992709999999,126.9198929
2304,구포국수,국수,3,,https://place.map.kakao.com/12374158,서울 영등포구 여의대방로65길 17,매일 16:00 ~ 02:00,,여의도역,한식,,37.5197067,126.9292034
2305,샐러디 여의도역점,샐러드,3,,https://place.map.kakao.com/1821024145,서울 영등포구 여의나루로 42 여의도종합상가 1층 121호,영업시간 월~금 07:00 ~ 21:00,02-780-3233,여의도역,패스트푸드,,37.5215486,126.9247997
2306,대교반점,중화요리,3,,https://place.map.kakao.com/7816231,서울 영등포구 국제금융로7길 22 대교B상가 207,영업시간 매일 11:00 ~ 21:00,02-782-5158,여의도역,중식,,37.5228955,126.9326509
2307,김명자굴국밥,"굴,전복",3,,https://place.map.kakao.com/8795122,서울 영등포구 국회대로70길 15-1 지하1층,매일 06:00 ~ 23:30,02-782-0954,여의도역,기타,,37.5296225,126.9203828
2308,양마니 여의도점,한식,3,,https://place.map.kakao.com/11108218,서울 영등포구 국회대로74길 20 맨하탄21 2층 206호,매일 10:00 ~ 22:00,02-761-9282,여의도역,한식,,37.5295383,126.9215316
2309,이탈리 더현대서울,이탈리안,2,,https://place.map.kakao.com/980565613,서울 영등포구 여의대로 108 더현대서울 6층,매일 10:30 ~ 22:00,02-3277-0658,여의도역,양식,,37.5259175,126.928475
2310,스시도쿠,"초밥,롤",4,,https://place.map.kakao.com/26792732,서울 성동구 왕십리광장로 6,영업시간 매일 11:30 ~ 21:00,02-2281-3255,왕십리역,일식,,37.5608876,127.0360658
2311,악어떡볶이,떡볶이,3,,https://place.map.kakao.com/11101743,서울 성동구 마조로 33,,02-2281-9988,왕십리역,분식,,37.56060040000001,127.0410712
2312,제일곱창,"곱창,막창",3,,https://place.map.kakao.com/1784439722,서울 성동구 고산자로 281 1층,월~토 15:00 ~ 22:00,,왕십리역,한식,,37.5648058,127.0360051
2313,땅코참숯구이 본점,"육류,고기",4,,https://place.map.kakao.com/487116221,서울 성동구 행당로17길 26 1층,월~금 16:00 ~ 23:00,02-2281-6908,왕십리역,한식,,37.5606697,127.0331008
2314,왕십리조개창고,조개,3,,https://place.map.kakao.com/12265333,서울 성동구 왕십리로 331 지하1층,월~금 17:00 ~ 24:00,010-4596-0449,왕십리역,한식,,37.5625971,127.0327884
2315,인더매스 마장,카페,4,,https://place.map.kakao.com/1460620031,서울 성동구 마장로 270,월~금 11:50 ~ 21:50,,왕십리역,"베이커리,카페",,37.5653811,127.0398225
2316,춘향미엔,중화요리,4,,https://place.map.kakao.com/1658512250,서울 성동구 왕십리로21길 26,매일 11:00 ~ 05:00 · 브레이크타임 월~금 14:50 ~ 16:00,02-2281-9031,왕십리역,중식,,37.5605055,127.0319858
2317,갈십리,디저트카페,4,,https://place.map.kakao.com/231920851,"서울 성동구 마조로 15-11 1, 2층",매일 11:00 ~ 23:00,010-9034-3939,왕십리역,"베이커리,카페",,37.5588878,127.0404333
2318,행운돈까스,"돈까스,우동",4,,https://place.map.kakao.com/8675374,서울 성동구 마조로1길 2,매일 10:00 ~ 21:30,02-2296-3406,왕십리역,일식,,37.5583378,127.0402796
2319,엽기꼼닭발,닭요리,4,,https://place.map.kakao.com/20089805,서울 성동구 왕십리로22길 3,월~금 15:30 ~ 01:00,02-2299-3838,왕십리역,한식,,37.5625881,127.0342215
2320,왕십리맛나곱창,"곱창,막창",2,,https://place.map.kakao.com/11975911,서울 성동구 고산자로 281-1,매일 15:00 ~ 03:00,02-2282-3349,왕십리역,한식,,37.5649394,127.0360408
2321,양평회관,삼겹살,3,,https://place.map.kakao.com/1210249885,"서울 성동구 마조로7길 16 1,2층",,010-9398-7230,왕십리역,한식,,37.560862,127.0395523
2322,키커피컴퍼니,카페,3,,https://place.map.kakao.com/1742492568,서울 성동구 왕십리로 269,화~금 08:00 ~ 22:00,070-4230-8893,왕십리역,"베이커리,카페",,37.5585429,127.037478
2323,매란방 왕십리본점,중화요리,2,,https://place.map.kakao.com/69842167,서울 성동구 왕십리광장로 17 왕십리민자역사 2층 역무1호,매일 11:00 ~ 21:30,02-2200-1550,왕십리역,중식,,37.561837,127.037797
2324,왕십리 육감식당,삼겹살,4,,https://place.map.kakao.com/142477401,서울 성동구 무학봉28길 1 1층,매일 12:00 ~ 23:00,02-2291-6092,왕십리역,한식,,37.5624928,127.0323676
2325,갱생,한식,4,,https://place.map.kakao.com/1964869012,서울 성동구 마조로7길 5 지하1층,,0507-1403-3454,왕십리역,한식,,37.5606581,127.0406347
2326,사계진미 왕십리점,닭요리,4,,https://place.map.kakao.com/1059380190,서울 성동구 왕십리로 311-1 2층,,02-2291-7744,왕십리역,한식,,37.5615641,127.0344996
2327,램플러스 한양대점,양꼬치,3,,https://place.map.kakao.com/938414011,서울 성동구 마조로 27,,02-2281-0405,왕십리역,중식,,37.5602185,127.0408633
2328,이가갈비,갈비,3,,https://place.map.kakao.com/10674476,서울 성동구 마조로 25 2층,,02-2298-8878,왕십리역,한식,,37.5600007,127.0409001
2329,고깃집왕고을,"육류,고기",4,,https://place.map.kakao.com/1294029566,서울 성동구 왕십리로24길 10-2 1층,,02-2292-3399,왕십리역,한식,,37.5631162,127.0341185
2330,프롬하츠커피 성동구청점,카페,3,,https://place.map.kakao.com/368428431,서울 성동구 고산자로 253,,,왕십리역,"베이커리,카페",,37.562356,127.0355794
2331,장어구이,장어,4,,https://place.map.kakao.com/16764642,서울 성동구 마조로 17,,02-2294-8999,왕십리역,한식,,37.5594683,127.0404632
2332,대도식당 왕십리본점,"육류,고기",3,,https://place.map.kakao.com/7817321,서울 성동구 무학로12길 3,,02-2292-9772,왕십리역,한식,,37.5674706,127.0306743
2333,최영희언양불고기,"불고기,두루치기",3,,https://place.map.kakao.com/18521353,서울 성동구 무학봉28길 21,,02-2294-6077,왕십리역,한식,,37.561562,127.0341272
2334,엘루이 피자&펍,피자,3,,https://place.map.kakao.com/882084709,서울 성동구 마조로5길 12,,02-2291-1365,왕십리역,패스트푸드,,37.55999080000001,127.0398996
2335,봉순이네다락방,커피전문점,4,,https://place.map.kakao.com/13498947,서울 성동구 왕십리로21길 13-1 지하1~2층,,02-2299-8057,왕십리역,"베이커리,카페",,37.5610921,127.0329743
2336,유래회관,한식,3,,https://place.map.kakao.com/8038298,서울 성동구 마장로 196,,02-2293-8866,왕십리역,한식,,37.5663927,127.0315157
2337,푸줏간생고기점,"육류,고기",3,,https://place.map.kakao.com/11820650,서울 성동구 행당로17길 24,,02-749-7361,왕십리역,한식,,37.5603528,127.0332498
2338,정은이네곱창,"곱창,막창",2,,https://place.map.kakao.com/11978798,서울 성동구 고산자로 289,,02-2295-1233,왕십리역,한식,,37.5653865,127.0360588
2339,뜨아아아커피집,카페,3,,https://place.map.kakao.com/1219627086,서울 성동구 고산자로12길 1-1,,,왕십리역,"베이커리,카페",,37.5602142,127.0350298
2340,순곱이네 한양대점,"곱창,막창",4,,https://place.map.kakao.com/360555278,서울 성동구 마조로1길 40-1,매일 15:00 ~ 01:00,0507-1322-1817,왕십리역,한식,,37.560968,127.039406
2341,수상한막창 왕십리점,"곱창,막창",4,,https://place.map.kakao.com/672340742,서울 성동구 무학봉28길 20 1층,월~금 16:00 ~ 00:00,02-2282-3177,왕십리역,한식,,37.5614142,127.0339096
2342,용용선생 한양대점,"호프,요리주점",4,,https://place.map.kakao.com/523557997,서울 성동구 마조로3가길 15 1층,매일 17:00 ~ 05:00,02-2295-5269,왕십리역,"호프,펍",,37.5592535,127.0398717
2343,곱,"곱창,막창",4,,https://place.map.kakao.com/27401255,서울 성동구 마조로7길 7,,02-2296-9238,왕십리역,한식,,37.560646,127.0404707
2344,브라운팟,카페,4,,https://place.map.kakao.com/753723493,서울 성동구 무학봉28길 16,매일 10:00 ~ 22:00,02-2299-7796,왕십리역,"베이커리,카페",,37.5604549,127.0323543
2345,띵똥와플 본점,간식,4,,https://place.map.kakao.com/19157157,서울 성동구 마조로1길 32,매일 12:00 ~ 24:00,,왕십리역,패스트푸드,,37.5602017,127.0394612
2346,왕십리정부네곱창 본점,"곱창,막창",3,,https://place.map.kakao.com/12760402,서울 성동구 고산자로 287,매일 12:00 ~ 00:00,02-2298-0595,왕십리역,한식,,37.5652826,127.0361382
2347,군자대한곱창 한양대점,"곱창,막창",3,,https://place.map.kakao.com/146201851,서울 성동구 마조로7길 9 1층,월~토 16:00 ~ 01:00,02-2282-7890,왕십리역,한식,,37.5606664,127.0402079
2348,우동가조쿠,"돈까스,우동",4,,https://place.map.kakao.com/19036760,서울 성동구 왕십리로 215-2,영업시간 매일 11:00 ~ 21:00 · 브레이크타임 매일 15:00 ~ 17:00,,왕십리역,일식,,37.5567557,127.0428544
2349,나인헤르츠,카페,2,,https://place.map.kakao.com/26351001,서울 성동구 왕십리로 285,월~토 09:00 ~ 02:00,,왕십리역,"베이커리,카페",,37.5597031,127.0363335
2350,스타벅스 왕십리역,커피전문점,3,,https://place.map.kakao.com/26785715,서울 성동구 왕십리로 326,영업시간 월~토 07:00 ~ 21:00,1522-3232,왕십리역,"베이커리,카페",,37.5627152,127.0338928
2351,역전할머니맥주 왕십리점,"호프,요리주점",3,,https://place.map.kakao.com/437233415,서울 성동구 무학로2길 30,,02-2292-1982,왕십리역,"호프,펍",,37.5632818,127.0328803
2352,스타벅스 엔터식스,커피전문점,3,,https://place.map.kakao.com/7962122,서울 성동구 왕십리광장로 17 왕십리역사 엔터식스몰 지하1층,매일 10:30 ~ 22:00,1522-3232,왕십리역,"베이커리,카페",,37.5620177,127.0383628
2353,양대포,"곱창,막창",4,,https://place.map.kakao.com/285402441,서울 성동구 마조로 17 2층,매일 14:00 ~ 02:00,02-2294-9222,왕십리역,한식,,37.5594683,127.0404632
2354,낙원스낵,"호프,요리주점",2,,https://place.map.kakao.com/1879387617,서울 성동구 마조로5길 14 1층,매일 17:00 ~ 04:00,02-2297-1540,왕십리역,"호프,펍",,37.5599631,127.039591
2355,소나무,"육류,고기",3,,https://place.map.kakao.com/14829844,서울 성동구 행당로17길 20,,02-2292-2222,왕십리역,한식,,37.560107,127.0332768
2356,일품백송칼국수&설렁탕,국수,3,,https://place.map.kakao.com/12435138,서울 성동구 고산자로12길 1-1,,02-466-2090,왕십리역,한식,,37.5602142,127.0350298
2357,뺑드미제빵소 한양대점,"제과,베이커리",4,,https://place.map.kakao.com/24622132,서울 성동구 마조로9길 6-3,,,왕십리역,"베이커리,카페",,37.5613435,127.0408104
2358,끄뜨머리집,"육류,고기",4,,https://place.map.kakao.com/762032344,서울 성동구 마조로3길 8 1층,,02-2292-8574,왕십리역,한식,,37.5586127,127.0399603
2359,본앤브레드 신관레스토랑,한식,2,,https://place.map.kakao.com/1720612210,서울 성동구 마장로42길 1,,02-2294-5005,왕십리역,한식,,37.566756,127.0444821
2360,꼬꼬아찌숯불치킨 왕십리한양대점,치킨,1,,https://place.map.kakao.com/1229275513,서울 성동구 마조로1가길 7 사임당빌딩 1층,,02-2293-8567,왕십리역,패스트푸드,,37.560451,127.039759
2361,신원양꼬치,양꼬치,3,,https://place.map.kakao.com/1934175195,서울 성동구 마조로 21 2층,,02-2298-9180,왕십리역,중식,,37.5597775,127.0408203
2362,유유커피,카페,3,,https://place.map.kakao.com/1741643929,서울 성동구 마조로11길 7 1층,,,왕십리역,"베이커리,카페",,37.5616713,127.0406806
2363,일락 한양대점,일본식라면,3,,https://place.map.kakao.com/21135103,서울 성동구 마조로3가길 30,,070-7584-6227,왕십리역,일식,,37.5597723,127.0402929
2364,굴과찜사랑 본사직영점,"굴,전복",2,,https://place.map.kakao.com/15278736,서울 성동구 행당로17길 23,,02-2296-9922,왕십리역,기타,,37.56032829999999,127.0328981
2365,마장황소곱창,"곱창,막창",4,,https://place.map.kakao.com/16647214,서울 성동구 고산자로 290,,02-2292-9786,왕십리역,한식,,37.56530050000001,127.0366722
